trip_id,customer_id,driver_id,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,distance_km,fare_amount,trip_status,created_datetime,updated_datetime
1587,259,109,2026-03-03 09:54:54,2026-03-03 10:02:54,New Lori,Johnnyside,35.68,102.5,Completed,2026-03-03 09:54:54,2026-03-22 09:54:54
1588,184,76,2026-06-19 05:34:04,2026-06-19 06:28:04,New Christopher,Frazierfort,32.95,85.19,Completed,2026-06-19 05:34:04,2026-06-21 05:34:04
1589,611,29,2026-04-30 13:11:37,2026-04-30 13:44:37,Allenmouth,Port Madelineside,13.66,37.87,Completed,2026-04-30 13:11:37,2026-05-03 13:11:37
1590,87,137,2025-11-08 16:42:22,2025-11-08 17:21:22,Port Annport,West Angela,29.81,59.54,Completed,2025-11-08 16:42:22,2025-12-25 16:42:22
1591,282,89,2026-03-02 05:51:13,2026-03-02 06:05:13,Juliaview,Torrestown,25.68,60.66,Cancelled,2026-03-02 05:51:13,2026-04-16 05:51:13
1592,855,239,2025-09-13 19:02:54,2025-09-13 19:46:54,Strongberg,Lake Jason,10.52,33.15,Completed,2025-09-13 19:02:54,2025-10-17 19:02:54
1593,382,10,2026-07-20 15:14:08,2026-07-20 15:55:08,East Anne,Lake Douglasview,18.88,31.21,Completed,2026-07-20 15:14:08,2026-09-05 15:14:08
1594,525,186,2025-09-03 03:57:02,2025-09-03 04:42:02,Cherylburgh,New William,32.69,55.65,Completed,2025-09-03 03:57:02,2025-11-02 03:57:02
1595,23,48,2026-04-26 10:42:39,2026-04-26 11:27:39,Philliptown,East Cherylberg,30.22,70.87,Cancelled,2026-04-26 10:42:39,2026-05-13 10:42:39
1596,857,234,2026-07-12 03:59:26,2026-07-12 04:50:26,Campbellfurt,Bushport,26.46,86.41,Completed,2026-07-12 03:59:26,2026-07-20 03:59:26
1597,311,158,2025-09-23 11:08:43,2025-09-23 12:03:43,Caitlinchester,New Terry,8.47,17.13,Completed,2025-09-23 11:08:43,2025-11-17 11:08:43
1598,384,147,2025-12-23 08:45:03,2025-12-23 09:40:03,Scottberg,Reyesburgh,10.51,32.56,Completed,2025-12-23 08:45:03,2026-02-10 08:45:03
1599,191,71,2025-10-24 01:44:29,2025-10-24 02:16:29,Griffithview,Evansstad,11.72,33.73,Completed,2025-10-24 01:44:29,2025-10-27 01:44:29
1600,292,70,2026-01-04 09:05:42,2026-01-04 09:48:42,Timothyside,Allenstad,16.55,30.82,Completed,2026-01-04 09:05:42,2026-01-18 09:05:42
1601,282,69,2026-04-06 16:20:43,2026-04-06 16:26:43,East Lindamouth,Kevinmouth,31.5,88.65,Completed,2026-04-06 16:20:43,2026-05-27 16:20:43
1602,19,182,2025-09-18 05:13:34,2025-09-18 05:58:34,New Julia,South David,13.41,26.05,Completed,2025-09-18 05:13:34,2025-09-23 05:13:34
1603,847,118,2026-03-24 23:28:42,2026-03-25 00:12:42,Jillfort,Port Jennyborough,12.23,35.76,Completed,2026-03-24 23:28:42,2026-05-04 23:28:42
1604,953,143,2026-07-18 06:35:38,2026-07-18 07:18:38,Megantown,Port Joseph,13.82,31.48,Completed,2026-07-18 06:35:38,2026-08-09 06:35:38
1605,474,219,2026-05-11 22:28:11,2026-05-11 22:53:11,Bakerport,Jonton,14.51,34.66,Completed,2026-05-11 22:28:11,2026-05-25 22:28:11
1606,262,104,2025-08-15 23:15:06,2025-08-15 23:54:06,North Beth,East Sean,28.21,80.28,Completed,2025-08-15 23:15:06,2025-10-09 23:15:06
1607,575,89,2026-05-12 09:36:05,2026-05-12 10:17:05,East Bradley,Jessicaborough,38.74,107.03,Completed,2026-05-12 09:36:05,2026-06-29 09:36:05
1608,323,116,2025-11-16 00:56:22,2025-11-16 01:34:22,North Alexischester,South Eric,15.4,32.09,Completed,2025-11-16 00:56:22,2025-11-18 00:56:22
1609,361,145,2025-11-13 11:13:57,2025-11-13 11:27:57,Dianaland,Cookport,25.37,46.52,Completed,2025-11-13 11:13:57,2026-01-01 11:13:57
1610,762,126,2026-03-16 18:22:12,2026-03-16 18:28:12,Michaelport,Port Carlos,30.3,62.65,No Show,2026-03-16 18:22:12,2026-04-10 18:22:12
1611,871,32,2025-10-05 02:18:22,2025-10-05 02:57:22,West Donnashire,East Amanda,6.14,16.67,Completed,2025-10-05 02:18:22,2025-10-19 02:18:22
1612,183,222,2026-04-12 19:39:48,2026-04-12 19:57:48,North Jeffreymouth,Port Jerry,39.69,104.84,Completed,2026-04-12 19:39:48,2026-06-01 19:39:48
1613,361,193,2025-08-08 15:37:06,2025-08-08 16:29:06,South Amy,Wilcoxland,39.18,101.87,Completed,2025-08-08 15:37:06,2025-10-05 15:37:06
1614,646,28,2026-03-10 07:43:55,2026-03-10 08:26:55,New Carriechester,Lake Jamesmouth,11.88,36.13,Completed,2026-03-10 07:43:55,2026-04-23 07:43:55
1615,549,137,2026-06-19 08:03:33,2026-06-19 08:48:33,Davidchester,Sheaberg,30.71,65.58,Completed,2026-06-19 08:03:33,2026-08-13 08:03:33
1616,846,237,2025-10-08 09:28:46,2025-10-08 09:58:46,North Mary,East Sandrabury,20.3,49.28,Completed,2025-10-08 09:28:46,2025-12-07 09:28:46
1617,546,213,2026-05-21 13:43:39,2026-05-21 14:43:39,Port Dianaton,East Pamelastad,7.93,16.47,Completed,2026-05-21 13:43:39,2026-06-20 13:43:39
1618,393,149,2025-10-16 22:37:44,2025-10-16 23:23:44,New Charles,Houstonview,7.72,25.59,Completed,2025-10-16 22:37:44,2025-11-12 22:37:44
1619,230,36,2026-03-22 11:20:48,2026-03-22 11:51:48,Pittsstad,South Jennifer,8.37,13.04,Completed,2026-03-22 11:20:48,2026-04-24 11:20:48
1620,969,6,2025-12-17 11:18:37,2025-12-17 11:28:37,New Ryanside,Port Ericberg,24.38,72.27,Completed,2025-12-17 11:18:37,2026-01-02 11:18:37
1621,94,244,2026-01-20 15:33:39,2026-01-20 15:48:39,South Jennaside,Lake Edwardville,23.2,56.7,Completed,2026-01-20 15:33:39,2026-03-09 15:33:39
1622,566,131,2026-07-18 09:26:42,2026-07-18 10:09:42,New Williamville,South Jessicamouth,35.46,99.58,Completed,2026-07-18 09:26:42,2026-09-11 09:26:42
1623,246,45,2026-01-22 15:22:13,2026-01-22 15:37:13,Laceyburgh,New Helenmouth,18.85,55.53,Completed,2026-01-22 15:22:13,2026-03-09 15:22:13
1624,916,8,2026-07-20 09:20:58,2026-07-20 09:37:58,Downschester,Samanthaberg,13.59,28.35,Completed,2026-07-20 09:20:58,2026-08-19 09:20:58
1625,248,204,2026-03-14 13:25:33,2026-03-14 13:59:33,Maureenberg,Johnborough,10.56,28.58,Completed,2026-03-14 13:25:33,2026-04-13 13:25:33
1626,858,85,2025-10-30 14:40:33,2025-10-30 15:17:33,Jenniferport,Clarkfort,26.01,80.82,Completed,2025-10-30 14:40:33,2025-12-28 14:40:33
1627,72,2,2026-02-20 18:03:19,2026-02-20 18:18:19,New Gary,Whiteberg,10.55,31.06,Completed,2026-02-20 18:03:19,2026-04-05 18:03:19
1628,482,221,2025-10-01 18:55:34,2025-10-01 19:43:34,Rodriguezhaven,Cherylborough,16.85,42.79,Completed,2025-10-01 18:55:34,2025-11-21 18:55:34
1629,551,31,2026-01-20 13:50:49,2026-01-20 14:21:49,New Stephaniefort,Stevenport,38.35,125.28,Completed,2026-01-20 13:50:49,2026-02-28 13:50:49
1630,450,124,2026-07-11 19:36:46,2026-07-11 20:22:46,Kimhaven,Harrisonton,39.58,115.95,Completed,2026-07-11 19:36:46,2026-07-15 19:36:46
1631,743,197,2026-01-04 19:04:09,2026-01-04 19:27:09,Charlenehaven,Lake Heather,32.65,103.06,Completed,2026-01-04 19:04:09,2026-01-30 19:04:09
1632,451,110,2025-10-29 22:45:01,2025-10-29 23:35:01,Howardhaven,Suzanneport,37.17,102.53,Completed,2025-10-29 22:45:01,2025-11-05 22:45:01
1633,594,193,2025-12-02 11:14:58,2025-12-02 11:28:58,Port Jonathanchester,Vincentmouth,34.04,102.66,Completed,2025-12-02 11:14:58,2026-01-18 11:14:58
1634,146,234,2025-09-18 21:31:14,2025-09-18 21:46:14,Robinsonfurt,Johnsonfort,15.29,43.01,Completed,2025-09-18 21:31:14,2025-10-19 21:31:14
1635,711,19,2025-09-26 04:55:51,2025-09-26 05:13:51,East Benjamin,Lake Jeffreyberg,11.32,24.45,Completed,2025-09-26 04:55:51,2025-11-11 04:55:51
1636,351,76,2026-01-28 20:10:38,2026-01-28 20:46:38,Lake Shelby,Tylerchester,30.35,91.47,Completed,2026-01-28 20:10:38,2026-02-19 20:10:38
1637,282,153,2026-01-05 04:41:18,2026-01-05 05:36:18,New Jeremychester,Marissafurt,18.56,37.41,Completed,2026-01-05 04:41:18,2026-01-14 04:41:18
1638,902,95,2026-06-22 13:51:47,2026-06-22 14:05:47,South Crystalland,Joneschester,21.35,33.13,Completed,2026-06-22 13:51:47,2026-08-07 13:51:47
1639,582,163,2025-12-13 18:53:54,2025-12-13 19:16:54,West Hectorborough,Christophertown,12.96,37.99,Completed,2025-12-13 18:53:54,2026-01-28 18:53:54
1640,825,178,2026-06-30 23:25:09,2026-06-30 23:58:09,East Anna,Warrenborough,27.26,49.31,Completed,2026-06-30 23:25:09,2026-08-08 23:25:09
1641,234,8,2026-07-13 13:02:58,2026-07-13 13:25:58,West Ericaview,Olsonhaven,34.51,69.52,Completed,2026-07-13 13:02:58,2026-08-20 13:02:58
1642,373,185,2026-02-20 11:18:45,2026-02-20 11:42:45,Kaitlynbury,Lisaton,6.79,10.35,Completed,2026-02-20 11:18:45,2026-04-17 11:18:45
1643,175,249,2025-12-23 00:14:59,2025-12-23 00:52:59,South Shawnmouth,Christianchester,16.83,46.06,Completed,2025-12-23 00:14:59,2026-01-02 00:14:59
1644,384,97,2025-07-23 18:19:11,2025-07-23 19:01:11,New Lisaburgh,Welchstad,34.25,72.9,Completed,2025-07-23 18:19:11,2025-08-24 18:19:11
1645,180,124,2025-09-03 13:16:44,2025-09-03 14:02:44,Willisstad,East Donna,7.6,19.38,Completed,2025-09-03 13:16:44,2025-09-04 13:16:44
1646,317,53,2025-10-20 10:10:27,2025-10-20 10:57:27,Pattonborough,West Matthew,37.93,82.87,Completed,2025-10-20 10:10:27,2025-11-07 10:10:27
1647,666,51,2025-09-19 06:07:17,2025-09-19 06:50:17,Lake Christopherfurt,East Lindsay,31.34,96.48,Completed,2025-09-19 06:07:17,2025-10-19 06:07:17
1648,861,192,2025-12-29 20:25:36,2025-12-29 21:06:36,Sandersborough,Mistychester,36.6,121.24,Completed,2025-12-29 20:25:36,2026-02-18 20:25:36
1649,208,94,2025-08-12 08:06:13,2025-08-12 09:01:13,East Justin,Carpentershire,21.44,41.95,Completed,2025-08-12 08:06:13,2025-09-07 08:06:13
1650,69,70,2025-08-27 18:19:04,2025-08-27 19:04:04,Luisside,East Kathleen,4.85,10.47,Completed,2025-08-27 18:19:04,2025-10-01 18:19:04
1651,994,205,2026-05-19 04:16:57,2026-05-19 05:15:57,New Nichole,Madisonville,29.91,97.06,Completed,2026-05-19 04:16:57,2026-06-25 04:16:57
1652,758,47,2026-05-28 10:31:31,2026-05-28 11:09:31,North Edwardtown,New Daniel,10.67,21.47,Completed,2026-05-28 10:31:31,2026-07-09 10:31:31
1653,468,46,2026-05-16 17:41:26,2026-05-16 18:40:26,Lake Valerie,Priceside,10.56,30.41,Completed,2026-05-16 17:41:26,2026-06-24 17:41:26
1654,195,188,2025-10-30 11:33:19,2025-10-30 11:55:19,Morganhaven,North Emilychester,22.53,37.91,Completed,2025-10-30 11:33:19,2025-11-04 11:33:19
1655,234,63,2026-03-18 14:55:05,2026-03-18 15:08:05,Yolandaborough,Ericborough,21.38,34.67,Completed,2026-03-18 14:55:05,2026-04-25 14:55:05
1656,801,14,2025-09-18 20:15:28,2025-09-18 20:50:28,New Angela,Martinezland,19.11,49.19,Completed,2025-09-18 20:15:28,2025-10-29 20:15:28
1657,86,122,2025-12-10 14:44:58,2025-12-10 14:53:58,Lake Katie,Lake Christina,8.66,15.01,Completed,2025-12-10 14:44:58,2026-01-14 14:44:58
1658,583,3,2026-03-20 05:27:40,2026-03-20 06:09:40,Lake Faith,East Steven,9.38,23.21,Completed,2026-03-20 05:27:40,2026-05-15 05:27:40
1659,659,50,2025-12-21 04:13:18,2025-12-21 04:25:18,Lake Alexander,East Andrew,29.08,69.36,Completed,2025-12-21 04:13:18,2026-01-31 04:13:18
1660,258,194,2026-05-27 07:18:12,2026-05-27 08:02:12,Lake Christy,Williamsport,30.47,106.17,Completed,2026-05-27 07:18:12,2026-06-14 07:18:12
1661,495,132,2025-12-27 20:19:53,2025-12-27 20:55:53,Ayalaberg,Wolfefort,25.61,55.25,Completed,2025-12-27 20:19:53,2026-02-07 20:19:53
1662,350,71,2025-09-10 02:20:33,2025-09-10 02:44:33,West Michelle,Stephaniefort,11.3,28.98,Completed,2025-09-10 02:20:33,2025-10-13 02:20:33
1663,775,243,2026-01-12 10:04:17,2026-01-12 10:28:17,Jamesshire,Hernandezhaven,25.41,43.78,Completed,2026-01-12 10:04:17,2026-01-13 10:04:17
1664,508,42,2026-07-16 12:52:25,2026-07-16 13:17:25,North John,New Nancy,35.84,90.28,Completed,2026-07-16 12:52:25,2026-09-03 12:52:25
1665,883,114,2026-04-28 00:25:17,2026-04-28 00:57:17,Lake Teresachester,Pearsonbury,27.25,46.03,Completed,2026-04-28 00:25:17,2026-06-11 00:25:17
1666,112,196,2026-02-07 05:42:31,2026-02-07 06:21:31,Ewingborough,Aaronton,33.08,62.43,Completed,2026-02-07 05:42:31,2026-02-27 05:42:31
1667,484,27,2026-01-17 11:00:07,2026-01-17 11:37:07,East Julie,Sherryland,12.91,39.15,Completed,2026-01-17 11:00:07,2026-03-18 11:00:07
1668,332,41,2025-08-12 21:56:13,2025-08-12 22:40:13,South Kimberlychester,East Stephanie,9.2,26.16,Completed,2025-08-12 21:56:13,2025-09-07 21:56:13
1669,679,41,2025-12-22 08:11:33,2025-12-22 09:06:33,Lake Theresachester,South Jeffchester,7.7,13.98,Completed,2025-12-22 08:11:33,2026-01-25 08:11:33
1670,799,186,2025-11-10 22:19:56,2025-11-10 22:54:56,Harrisberg,Garciachester,26.49,81.52,Completed,2025-11-10 22:19:56,2026-01-09 22:19:56
1671,311,95,2025-12-21 12:21:51,2025-12-21 12:42:51,Jameshaven,Kelleyton,19.41,62.35,Completed,2025-12-21 12:21:51,2026-01-12 12:21:51
1672,461,79,2026-04-05 03:37:40,2026-04-05 04:28:40,Sarahview,West Terrybury,14.8,44.26,Completed,2026-04-05 03:37:40,2026-05-01 03:37:40
1673,414,15,2026-04-15 16:47:52,2026-04-15 17:40:52,North Keithberg,East Craigfurt,17.27,52.23,Cancelled,2026-04-15 16:47:52,2026-05-08 16:47:52
1674,786,71,2026-01-10 22:36:52,2026-01-10 23:22:52,Justinberg,Riverahaven,32.41,111.81,Completed,2026-01-10 22:36:52,2026-02-25 22:36:52
1675,302,214,2025-10-05 10:26:47,2025-10-05 10:43:47,New Annaland,Olsonside,9.14,26.81,Completed,2025-10-05 10:26:47,2025-10-26 10:26:47
1676,574,190,2026-06-08 08:22:14,2026-06-08 08:54:14,Danielchester,Port Amanda,31.85,68.52,Completed,2026-06-08 08:22:14,2026-06-22 08:22:14
1677,110,20,2025-08-25 14:19:27,2025-08-25 15:03:27,Susanton,New Wendy,20.61,66.22,Completed,2025-08-25 14:19:27,2025-09-15 14:19:27
1678,482,244,2025-08-05 02:23:48,2025-08-05 03:14:48,East Jennifer,Fosterhaven,19.71,58.0,Cancelled,2025-08-05 02:23:48,2025-08-08 02:23:48
1679,931,181,2026-04-26 17:27:28,2026-04-26 18:21:28,West Jayside,Welchshire,26.72,76.84,Completed,2026-04-26 17:27:28,2026-05-14 17:27:28
1680,58,164,2026-06-22 07:02:54,2026-06-22 07:45:54,Russellville,Danielview,23.86,38.62,Completed,2026-06-22 07:02:54,2026-07-27 07:02:54
1681,484,35,2026-02-01 01:23:22,2026-02-01 01:51:22,West Kristin,Ariasberg,18.09,37.42,Completed,2026-02-01 01:23:22,2026-02-06 01:23:22
1682,845,39,2026-01-23 11:33:18,2026-01-23 11:58:18,New Cynthiamouth,West Robert,39.11,115.96,Completed,2026-01-23 11:33:18,2026-03-02 11:33:18
1683,449,63,2025-09-08 07:14:45,2025-09-08 07:38:45,Morrowfurt,Arnoldchester,23.39,61.37,Completed,2025-09-08 07:14:45,2025-10-13 07:14:45
1684,837,75,2026-02-16 00:21:52,2026-02-16 01:14:52,Rebeccashire,Huffmanfort,26.77,69.96,Completed,2026-02-16 00:21:52,2026-02-25 00:21:52
1685,717,183,2026-07-09 14:54:34,2026-07-09 15:48:34,Davidberg,Reidhaven,31.03,100.58,Completed,2026-07-09 14:54:34,2026-09-02 14:54:34
1686,906,55,2025-09-25 15:49:37,2025-09-25 16:17:37,West Thomas,Port Maureenfort,36.3,86.82,Completed,2025-09-25 15:49:37,2025-10-25 15:49:37
1687,694,249,2025-10-30 12:36:32,2025-10-30 12:55:32,Reedport,North Josephshire,18.97,41.09,Completed,2025-10-30 12:36:32,2025-11-16 12:36:32
1688,123,165,2025-09-30 08:34:54,2025-09-30 09:17:54,South Elizabeth,Perrymouth,30.16,46.64,Completed,2025-09-30 08:34:54,2025-10-26 08:34:54
1689,542,16,2026-06-23 21:08:44,2026-06-23 22:04:44,Kruegermouth,East Jacob,19.97,31.87,Cancelled,2026-06-23 21:08:44,2026-07-26 21:08:44
1690,33,246,2025-07-23 02:06:23,2025-07-23 02:34:23,New Latoya,Fernandezshire,1.63,3.87,Completed,2025-07-23 02:06:23,2025-09-13 02:06:23
1691,589,86,2026-04-18 00:35:10,2026-04-18 01:00:10,Pruitthaven,Lynnbury,31.82,79.04,Completed,2026-04-18 00:35:10,2026-06-05 00:35:10
1692,800,29,2026-03-01 09:19:41,2026-03-01 09:28:41,South Brendafort,Haroldville,23.05,79.49,Completed,2026-03-01 09:19:41,2026-04-22 09:19:41
1693,945,120,2025-10-10 10:34:27,2025-10-10 11:11:27,Fieldsstad,Johnborough,34.01,56.98,Completed,2025-10-10 10:34:27,2025-10-23 10:34:27
1694,838,71,2025-11-16 04:46:53,2025-11-16 05:39:53,Phamchester,Goodwinbury,3.85,11.04,Completed,2025-11-16 04:46:53,2026-01-12 04:46:53
1695,187,166,2025-11-02 08:42:42,2025-11-02 09:34:42,New Chrisshire,East Leahview,6.94,15.0,Completed,2025-11-02 08:42:42,2025-12-02 08:42:42
1696,972,111,2026-06-26 13:35:41,2026-06-26 14:13:41,West Brittanymouth,Palmerton,31.46,93.72,Completed,2026-06-26 13:35:41,2026-07-22 13:35:41
1697,400,5,2025-12-29 01:40:06,2025-12-29 02:21:06,New Jeanettetown,Vargasfurt,12.46,34.23,Completed,2025-12-29 01:40:06,2026-01-19 01:40:06
1698,599,173,2025-09-30 15:56:29,2025-09-30 16:28:29,Robertview,Matthewtown,6.87,22.06,Completed,2025-09-30 15:56:29,2025-11-04 15:56:29
1699,842,148,2026-04-03 10:20:51,2026-04-03 10:54:51,New Gina,South Karenport,26.49,50.35,Cancelled,2026-04-03 10:20:51,2026-05-31 10:20:51
1700,792,38,2025-10-15 17:44:40,2025-10-15 18:34:40,Michaeltown,Markbury,34.82,62.86,Completed,2025-10-15 17:44:40,2025-10-27 17:44:40
1701,865,11,2025-10-15 17:59:16,2025-10-15 18:10:16,Oconnorburgh,Villarrealmouth,2.02,5.46,Completed,2025-10-15 17:59:16,2025-11-19 17:59:16
1702,323,238,2026-01-31 15:28:02,2026-01-31 15:55:02,North Nicoleton,West Cynthia,38.23,82.38,Completed,2026-01-31 15:28:02,2026-02-14 15:28:02
1703,278,60,2026-02-25 17:09:35,2026-02-25 17:26:35,Robertport,Kathrynstad,12.81,30.09,Cancelled,2026-02-25 17:09:35,2026-03-11 17:09:35
1704,921,242,2025-07-29 21:29:25,2025-07-29 22:23:25,Kimberlyville,West Ashleyburgh,14.86,26.37,Completed,2025-07-29 21:29:25,2025-09-21 21:29:25
1705,875,190,2025-11-21 04:37:40,2025-11-21 05:06:40,West Thomasmouth,Royberg,1.99,6.44,Completed,2025-11-21 04:37:40,2025-11-25 04:37:40
1706,790,98,2026-05-25 13:17:45,2026-05-25 13:50:45,Nicolebury,Richardbury,18.1,34.34,Completed,2026-05-25 13:17:45,2026-06-02 13:17:45
1707,593,186,2025-12-18 20:40:41,2025-12-18 20:50:41,Port Philip,Sanchezland,38.8,97.52,Completed,2025-12-18 20:40:41,2025-12-29 20:40:41
1708,759,155,2025-07-23 03:59:19,2025-07-23 04:52:19,West Jameshaven,Lake Tanya,9.18,31.04,Completed,2025-07-23 03:59:19,2025-08-13 03:59:19
1709,819,130,2026-07-17 11:11:46,2026-07-17 11:42:46,North Annaborough,New Rachaelbury,8.45,29.32,Completed,2026-07-17 11:11:46,2026-08-03 11:11:46
1710,8,98,2026-04-13 15:52:30,2026-04-13 16:29:30,East Rebecca,North Sandra,5.37,12.96,Completed,2026-04-13 15:52:30,2026-05-09 15:52:30
1711,318,215,2025-12-01 14:42:31,2025-12-01 15:41:31,Jonesview,Carrollland,4.9,10.88,Completed,2025-12-01 14:42:31,2026-01-25 14:42:31
1712,87,167,2025-11-30 02:04:16,2025-11-30 02:50:16,Evansfurt,Lake Michelleburgh,12.73,44.55,Completed,2025-11-30 02:04:16,2025-12-25 02:04:16
1713,748,166,2026-06-10 09:26:08,2026-06-10 10:01:08,Port Mariahbury,Lake Isaacland,1.62,5.55,Completed,2026-06-10 09:26:08,2026-06-13 09:26:08
1714,10,33,2026-07-08 08:16:18,2026-07-08 08:30:18,West Alexisland,New Matthew,34.05,63.15,Completed,2026-07-08 08:16:18,2026-07-17 08:16:18
1715,611,206,2026-05-06 13:37:13,2026-05-06 14:26:13,Webbhaven,Rebeccabury,19.32,30.49,Completed,2026-05-06 13:37:13,2026-06-23 13:37:13
1716,844,41,2025-11-23 12:41:10,2025-11-23 13:28:10,Lake Zacharyview,Chadside,12.43,34.0,Completed,2025-11-23 12:41:10,2025-12-05 12:41:10
1717,830,172,2026-01-29 00:18:14,2026-01-29 00:56:14,West Anna,Franklinside,38.65,115.33,Completed,2026-01-29 00:18:14,2026-03-27 00:18:14
1718,209,79,2025-12-01 01:22:20,2025-12-01 01:34:20,Bryanchester,Onealburgh,31.68,49.42,Completed,2025-12-01 01:22:20,2025-12-25 01:22:20
1719,803,7,2025-12-20 03:46:39,2025-12-20 04:44:39,Doylestad,Veronicachester,11.34,24.29,Completed,2025-12-20 03:46:39,2026-02-15 03:46:39
1720,936,105,2026-04-03 00:26:02,2026-04-03 01:01:02,New Tylerburgh,Tannerburgh,2.33,7.56,Completed,2026-04-03 00:26:02,2026-04-28 00:26:02
1721,162,26,2025-07-26 06:47:31,2025-07-26 07:40:31,Port John,Douglasville,24.34,62.08,Completed,2025-07-26 06:47:31,2025-09-22 06:47:31
1722,116,248,2025-10-12 23:17:31,2025-10-12 23:36:31,Lake Bonnie,Lake Benjamin,4.59,15.96,Completed,2025-10-12 23:17:31,2025-11-08 23:17:31
1723,878,155,2025-09-07 20:46:12,2025-09-07 21:45:12,Port Justin,West Derekchester,36.03,85.78,Completed,2025-09-07 20:46:12,2025-09-08 20:46:12
1724,264,33,2025-08-11 05:03:46,2025-08-11 05:27:46,South Allison,Lyonsmouth,19.57,64.56,Completed,2025-08-11 05:03:46,2025-09-15 05:03:46
1725,99,123,2025-12-01 13:09:05,2025-12-01 13:37:05,Brownport,Jordanborough,38.32,108.71,Completed,2025-12-01 13:09:05,2026-01-24 13:09:05
1726,528,34,2025-10-29 05:34:55,2025-10-29 06:33:55,West Danielle,Lake Donaldberg,23.28,40.78,Completed,2025-10-29 05:34:55,2025-11-08 05:34:55
1727,735,104,2026-03-02 12:35:34,2026-03-02 12:54:34,Tonyport,South Christian,26.71,79.77,Completed,2026-03-02 12:35:34,2026-04-11 12:35:34
1728,748,169,2026-04-11 14:12:24,2026-04-11 14:23:24,Ortizmouth,New Toddfurt,10.74,21.49,Completed,2026-04-11 14:12:24,2026-05-27 14:12:24
1729,592,227,2026-03-16 05:58:40,2026-03-16 06:32:40,North David,South Mikemouth,27.07,68.75,Completed,2026-03-16 05:58:40,2026-05-13 05:58:40
1730,149,149,2026-03-19 13:38:13,2026-03-19 13:51:13,Galvanbury,New Tiffany,13.79,31.02,Completed,2026-03-19 13:38:13,2026-05-13 13:38:13
1731,648,13,2025-10-23 03:14:30,2025-10-23 03:21:30,Lesliestad,New Melissaborough,30.17,93.51,Completed,2025-10-23 03:14:30,2025-11-04 03:14:30
1732,814,61,2026-04-29 20:03:28,2026-04-29 20:08:28,Lake Donaldtown,Elizabethchester,6.58,10.32,Completed,2026-04-29 20:03:28,2026-05-20 20:03:28
1733,353,49,2025-11-24 17:39:40,2025-11-24 17:44:40,North Monicahaven,Lindseyburgh,23.31,57.52,Completed,2025-11-24 17:39:40,2026-01-16 17:39:40
1734,465,160,2026-04-28 00:03:56,2026-04-28 00:44:56,Patrickmouth,North Christina,16.82,58.62,Completed,2026-04-28 00:03:56,2026-05-27 00:03:56
1735,527,237,2025-08-26 23:02:55,2025-08-26 23:14:55,Peterston,Jeremiahfurt,30.05,84.47,Completed,2025-08-26 23:02:55,2025-10-23 23:02:55
1736,500,198,2025-10-07 01:24:16,2025-10-07 01:40:16,Johnfurt,Moralesfort,10.96,34.13,Completed,2025-10-07 01:24:16,2025-11-19 01:24:16
1737,532,68,2026-01-12 22:56:20,2026-01-12 23:07:20,East Brian,Pamelamouth,27.05,59.1,Completed,2026-01-12 22:56:20,2026-02-05 22:56:20
1738,130,25,2025-09-03 22:32:38,2025-09-03 23:04:38,New John,Williamsville,26.05,89.34,Completed,2025-09-03 22:32:38,2025-10-03 22:32:38
1739,303,33,2026-01-17 08:51:35,2026-01-17 09:49:35,Carrtown,Tracyland,5.33,13.86,Completed,2026-01-17 08:51:35,2026-02-06 08:51:35
1740,85,248,2025-12-15 09:54:50,2025-12-15 10:27:50,Ryanbury,Marcusbury,18.01,62.47,Completed,2025-12-15 09:54:50,2026-01-17 09:54:50
1741,524,50,2026-03-23 19:05:11,2026-03-23 19:21:11,New Jessicaland,Codyton,16.5,55.81,Completed,2026-03-23 19:05:11,2026-05-06 19:05:11
1742,763,91,2026-03-08 15:09:42,2026-03-08 15:28:42,New Robert,West Tanya,31.26,59.31,Completed,2026-03-08 15:09:42,2026-04-27 15:09:42
1743,49,205,2026-03-29 09:27:44,2026-03-29 09:41:44,North Taraton,Salinasville,22.95,58.78,Completed,2026-03-29 09:27:44,2026-05-03 09:27:44
1744,171,96,2026-01-20 17:08:13,2026-01-20 17:27:13,Lake Jerrybury,North Robert,28.05,98.02,Completed,2026-01-20 17:08:13,2026-03-05 17:08:13
1745,232,216,2025-10-18 10:37:50,2025-10-18 10:52:50,Jonesview,Codyborough,25.76,82.89,Cancelled,2025-10-18 10:37:50,2025-12-03 10:37:50
1746,435,220,2025-12-15 14:06:08,2025-12-15 14:20:08,Lake Christophertown,Isaacstad,22.09,75.33,Completed,2025-12-15 14:06:08,2025-12-19 14:06:08
1747,996,108,2026-04-01 08:56:09,2026-04-01 09:26:09,South Taylormouth,Sarahmouth,12.56,41.47,Completed,2026-04-01 08:56:09,2026-05-01 08:56:09
1748,1,20,2026-02-27 19:41:18,2026-02-27 20:06:18,Parkerberg,Saundersstad,6.31,21.3,Completed,2026-02-27 19:41:18,2026-04-04 19:41:18
1749,628,153,2025-08-09 21:13:55,2025-08-09 22:00:55,West Chelsea,Johnstonborough,13.15,44.0,Cancelled,2025-08-09 21:13:55,2025-08-13 21:13:55
